mileage,make,model,fuel,gear,offerType,price,hp,year
81500,Opel,Mokka,Gasoline,Manual,Used,10700.0,140.0,2013
165000,Mercedes-Benz,A 180,Gasoline,Manual,Used,,122.0,2013
95000,Toyota,Avensis,Diesel,Manual,Used,10820.0,150.0,2013
17164,Peugeot,308,Gasoline,Manual,Used,10890.0,156.0,2013
23000,Toyota,Yaris,Gasoline,Automatic,Used,10900.0,99.0,2013
150000,Volkswagen,Tiguan,Diesel,Manual,Used,10980.0,140.0,2013
33367,Toyota,Yaris,Electric/Gasoline,Automatic,Used,10990.0,101.0,2013
33367,Toyota,Yaris,Electric/Gasoline,Automatic,Used,10990.0,101.0,2013
38000,Citroen,C4 Picasso,Gasoline,Manual,Used,,120.0,2013
78916,Opel,Mokka,Gasoline,Manual,Used,10990.0,140.0,2013
126000,Mercedes-Benz,C 180,Gasoline,Automatic,Used,10990.0,156.0,2013
117000,Volkswagen,Golf,Diesel,Manual,Used,8950.0,140.0,2013
185529,Volkswagen,Golf,Diesel,Manual,Used,8950.0,150.0,2013
160478,Volkswagen,Golf,Diesel,Manual,Used,8990.0,105.0,2013
111997,Citroen,Jumpy,Diesel,Manual,Used,,128.0,2013
126800,Opel,Mokka,Gasoline,Manual,Used,8999.0,140.0,2013
124286,Volkswagen,Golf,Diesel,Manual,Used,8999.0,105.0,2013
157241,Audi,A3,Diesel,Automatic,Used,8999.0,105.0,2013
100000,Skoda,Yeti,Diesel,Manual,Used,8999.0,110.0,2013
43000,Ford,B-Max,Gasoline,Automatic,Used,8999.0,105.0,2013
134466,Fiat,Freemont,Diesel,Manual,Used,8999.0,170.0,2013
98900,Opel,Insignia,Gasoline,Manual,Used,8999.0,250.0,2013
80263,Toyota,Yaris,Electric/Gasoline,Automatic,Used,9000.0,75.0,2013
156820,Volkswagen,Touran,Gasoline,Automatic,Used,,140.0,2013
136580,Volkswagen,Touran,Diesel,Automatic,Used,9100.0,105.0,2013
233368,BMW,320,Diesel,Manual,Used,9250.0,235.0,2013
86800,Volkswagen,Golf,Diesel,Manual,Used,9250.0,105.0,2013
88000,Mazda,5,Gasoline,Manual,Used,9290.0,116.0,2013
78410,Ford,C-Max,Gasoline,Manual,Used,9300.0,150.0,2013
155500,Ford,Kuga,Gasoline,Manual,Used,9300.0,150.0,2013
180000,Mercedes-Benz,A 180,Diesel,Manual,Used,9300.0,109.0,2013
49400,Mitsubishi,Space Star,Gasoline,Manual,Used,6400.0,80.0,2013
77000,Opel,Adam,Gasoline,Manual,Used,6400.0,87.0,2013
90000,Skoda,Superb,Diesel,Manual,Used,6400.0,105.0,2013
100000,Skoda,Fabia,Gasoline,Manual,Used,6450.0,105.0,2013
117120,Ford,B-Max,Gasoline,Manual,Used,6450.0,90.0,2013
82813,Ford,B-Max,Gasoline,Manual,Used,6450.0,101.0,2013
87396,Dacia,Lodgy,Gasoline,Manual,Used,6490.0,116.0,2013
135500,Renault,Megane,Diesel,Manual,Used,6490.0,110.0,2013
80950,Fiat,500,Gasoline,Manual,Used,6490.0,69.0,2013
122482,Ford,Grand C-Max,Gasoline,Manual,Used,6490.0,101.0,2013
100000,SEAT,Ibiza,Gasoline,Manual,Used,6499.0,86.0,2013
140000,Citroen,C3 Picasso,Gasoline,Manual,Used,6500.0,95.0,2013
93521,Kia,Picanto,Gasoline,Manual,Used,,86.0,2013
192361,Volkswagen,Golf Plus,Diesel,Manual,Used,6500.0,105.0,2013
181800,Skoda,Rapid/Spaceback,Diesel,Manual,Used,6500.0,105.0,2013
73000,Suzuki,SX4,Gasoline,Manual,Used,6500.0,120.0,2013
64890,Ford,Fiesta,Gasoline,Manual,Used,6500.0,60.0,2013
74493,Renault,Clio,Gasoline,Manual,Used,6500.0,73.0,2013
166938,Opel,Insignia,Diesel,Manual,Used,6500.0,131.0,2013
63864,Fiat,500,Gasoline,Manual,Used,6500.0,86.0,2013
59000,Volkswagen,Golf Plus,Gasoline,Automatic,Used,10998.0,122.0,2013
63000,Nissan,Qashqai+2,Gasoline,Manual,Used,,141.0,2013
29000,Volkswagen,Polo,Gasoline,Automatic,Used,11250.0,105.0,2013
114000,Mercedes-Benz,C 180,Gasoline,Manual,Used,11300.0,156.0,2013
73700,Kia,Sportage,Gasoline,Manual,Used,11345.0,135.0,2013
74456,Volkswagen,Scirocco,Gasoline,Manual,Used,11400.0,160.0,2013
26592,Audi,A1,Gasoline,Manual,Used,11400.0,86.0,2013
86000,Audi,A3,Gasoline,Manual,Used,11400.0,122.0,2013
60200,Opel,Mokka,Gasoline,Manual,Used,,140.0,2013
41776,Volkswagen,Beetle,Gasoline,Automatic,Used,11500.0,105.0,2013
239995,Jaguar,XF,Diesel,Automatic,Used,11500.0,241.0,2013
134000,Volkswagen,CC,Diesel,Manual,Used,11500.0,140.0,2013
95150,Toyota,Auris,Electric/Gasoline,Automatic,Used,11500.0,136.0,2013
105900,BMW,120,Diesel,Manual,Used,11500.0,184.0,2013
126000,BMW,X1,Diesel,Manual,Used,11700.0,140.0,2013
113500,Audi,A1,Diesel,Automatic,Used,11790.0,90.0,2013
99511,Volvo,V60,Diesel,Manual,Used,11900.0,181.0,2013
35000,Mercedes-Benz,A 160,Gasoline,Automatic,Used,11900.0,95.0,2013
87123,Volkswagen,Golf,Gasoline,Manual,Used,11900.0,122.0,2013
15000,Subaru,Impreza,Gasoline,Automatic,Used,11900.0,114.0,2013
210000,Volkswagen,Passat Variant,Diesel,Manual,Used,9350.0,105.0,2013
100250,Mazda,5,Gasoline,Manual,Used,9450.0,150.0,2013
40000,MINI,One,Gasoline,Manual,Used,9450.0,75.0,2013
106000,Toyota,Auris,Electric/Gasoline,Automatic,Used,9480.0,99.0,2013
62300,Toyota,Yaris,Electric/Gasoline,Automatic,Used,9489.0,101.0,2013
180316,Mazda,CX-5,Diesel,Manual,Used,9490.0,150.0,2013
109181,Skoda,Octavia,Diesel,Manual,Used,9490.0,105.0,2013
173000,Mercedes-Benz,A 180,Gasoline,Manual,Used,9499.0,122.0,2013
140000,Mercedes-Benz,A 180,Gasoline,Manual,Used,9500.0,122.0,2013
46100,SEAT,Altea,Diesel,Manual,Used,9500.0,140.0,2013
199850,BMW,118,Diesel,Manual,Used,,143.0,2013
76000,MINI,Cooper D,Diesel,Manual,Used,9550.0,111.0,2013
51954,Ford,Kuga,Gasoline,Manual,Used,9585.0,150.0,2013
144000,Skoda,Octavia,Diesel,Automatic,Used,9599.0,150.0,2013
138687,Hyundai,iX35,Diesel,Automatic,Used,9600.0,184.0,2013
89500,Opel,Zafira,Gasoline,Manual,Used,9600.0,140.0,2013
143500,Volkswagen,Golf Variant,Diesel,Automatic,Used,9650.0,105.0,2013
129000,Opel,Mokka,Gasoline,Automatic,Used,,140.0,2013
179890,BMW,316,Diesel,Automatic,Used,9690.0,116.0,2013
66050,Opel,Astra,Gasoline,Manual,Used,9690.0,140.0,2013
48357,Fiat,500C,Gasoline,Manual,Used,6500.0,69.0,2013
288210,Ford,Transit,Diesel,Manual,Used,6500.0,101.0,2013
190000,Renault,Clio,Gasoline,Manual,Used,6500.0,90.0,2013
39900,smart,forTwo,Gasoline,Automatic,Used,6589.0,84.0,2013
117015,Chevrolet,Cruze,Gasoline,Manual,Used,6590.0,140.0,2013
95000,Renault,Clio,Gasoline,Manual,Used,6590.0,73.0,2013
90396,Renault,Megane,Gasoline,Manual,Used,6600.0,116.0,2013
107373,Citroen,C4,Gasoline,Manual,Used,6688.0,120.0,2013
128000,SEAT,Ibiza,Gasoline,Manual,Used,6700.0,105.0,2013
44050,Kia,Picanto,Gasoline,Manual,Used,6750.0,86.0,2013
51478,Dacia,Sandero,Diesel,Manual,Used,6790.0,90.0,2013
150000,Ford,Transit,Diesel,Manual,Used,6800.0,101.0,2013
78513,Ford,Fiesta,Gasoline,Manual,Used,6800.0,125.0,2013
120000,Skoda,Octavia,Gasoline,Manual,Used,6800.0,105.0,2013
70000,Toyota,Aygo,Gasoline,Automatic,Used,6870.0,68.0,2013
67820,Opel,Adam,Gasoline,Manual,Used,6888.0,69.0,2013
68243,Opel,Corsa,Gasoline,Manual,Used,6890.0,87.0,2013
60000,Kia,Rio,Gasoline,Manual,Used,6890.0,86.0,2013
61000,smart,forTwo,Gasoline,Manual,Used,6899.0,84.0,2013
29000,Ford,Fiesta,Gasoline,Manual,Used,6899.0,80.0,2013
248000,MINI,John Cooper Works,Gasoline,Manual,Used,,211.0,2013
99300,BMW,116,Gasoline,Manual,Used,11980.0,136.0,2013
91319,Ford,S-Max,Diesel,Automatic,Used,11980.0,163.0,2013
70000,BMW,116,Gasoline,Automatic,Used,11985.0,136.0,2013
56000,Audi,A1,Gasoline,Manual,Used,11990.0,86.0,2013
72953,Volkswagen,Touran,Gasoline,Manual,Used,11990.0,140.0,2013
243000,Audi,A6,Diesel,Automatic,Used,11990.0,204.0,2013
174000,BMW,520,Diesel,Automatic,Used,11990.0,184.0,2013
97500,Volkswagen,Golf,Gasoline,Manual,Used,11990.0,122.0,2013
110000,Audi,A3,Gasoline,Manual,Used,11999.0,122.0,2013
78737,Volkswagen,Golf,Gasoline,Manual,Used,,140.0,2013
33636,Volkswagen,Polo,Gasoline,Automatic,Used,,105.0,2013
110806,Mercedes-Benz,B 180,Gasoline,Manual,Used,12000.0,122.0,2013
177000,Mercedes-Benz,C 180,Gasoline,Automatic,Used,12199.0,156.0,2013
108200,Volkswagen,Tiguan,Diesel,Manual,Used,12490.0,177.0,2013
86000,Mercedes-Benz,B 180,Gasoline,Manual,Used,12500.0,122.0,2013
190000,Mercedes-Benz,B 200,Diesel,Automatic,Used,12500.0,136.0,2013
114000,Audi,A6,Diesel,Manual,Used,12690.0,204.0,2013
148000,Skoda,Superb,Gasoline,Automatic,Used,12699.0,200.0,2013
40744,MINI,Cooper,Gasoline,Manual,Used,9750.0,122.0,2013
36000,Opel,Meriva,Gasoline,Automatic,Used,9780.0,120.0,2013
64600,Volkswagen,Golf,Gasoline,Manual,Used,9799.0,140.0,2013
142208,Kia,Sportage,Diesel,Manual,Used,9850.0,116.0,2013
113000,Ford,Transit Custom,Diesel,Manual,Used,9860.0,101.0,2013
34590,Nissan,Leaf,Electric,Automatic,Used,9890.0,109.0,2013
164000,Opel,Insignia,Diesel,Manual,Used,9899.0,140.0,2013
95000,Ford,Mondeo,Diesel,Automatic,Used,9900.0,163.0,2013
221000,Volkswagen,Crafter,Diesel,Manual,Used,9900.0,143.0,2013
95409,Mazda,3,Gasoline,Manual,Used,9900.0,120.0,2013
56000,Volkswagen,Polo,Gasoline,Automatic,Used,9900.0,105.0,2013
154000,Volkswagen,Golf,Diesel,Manual,Used,9900.0,105.0,2013
100811,Jeep,Cherokee,Diesel,Manual,Used,9900.0,200.0,2013
67297,Audi,A1,Gasoline,Manual,Used,9900.0,86.0,2013
189000,BMW,118,Diesel,Manual,Used,9900.0,143.0,2013
27500,Volkswagen,Golf Plus,Gasoline,Manual,Used,9900.0,122.0,2013
85000,Volkswagen,Golf,Gasoline,,Used,9900.0,140.0,2013
79000,Citroen,DS3,Gasoline,Manual,Used,9900.0,120.0,2013
119722,Opel,Insignia,Diesel,Manual,Used,9950.0,163.0,2013
93000,Opel,Astra,Diesel,Manual,Used,9950.0,194.0,2013
190000,Ford,B-Max,Diesel,Manual,Used,6899.0,95.0,2013
50727,Opel,Adam,Gasoline,Manual,Used,6900.0,69.0,2013
180000,Toyota,Verso,Diesel,Automatic,Used,6900.0,150.0,2013
49998,Ford,Fiesta,Gasoline,Manual,Used,6900.0,82.0,2013
113453,Peugeot,208,Diesel,Manual,Used,6900.0,92.0,2013
43400,smart,forTwo,Gasoline,Semi-automatic,Used,6900.0,71.0,2013
143142,SEAT,Leon,Gasoline,Manual,Used,6900.0,105.0,2013
227336,Opel,Movano,Diesel,Manual,Used,6900.0,125.0,2013
213000,Subaru,OUTBACK,Diesel,Automatic,Used,6900.0,150.0,2013
120000,Citroen,C4,Gasoline,Automatic,Used,6950.0,156.0,2013
59600,Volkswagen,Polo,Gasoline,Manual,Used,6950.0,69.0,2013
44210,Mitsubishi,Space Star,Gasoline,Automatic,Used,6950.0,80.0,2013
193567,BMW,116,Diesel,Manual,Used,6990.0,116.0,2013
114150,Volkswagen,Polo,Gasoline,Manual,Used,6990.0,60.0,2013
60150,Lada,Niva,Gasoline,Manual,Used,6990.0,83.0,2013
34800,smart,forTwo,Gasoline,Semi-automatic,Used,6990.0,71.0,2013
87748,Dacia,Lodgy,Diesel,Manual,Used,6990.0,107.0,2013
69077,Opel,Corsa,Gasoline,Manual,Used,6990.0,101.0,2013
103000,Opel,Meriva,Diesel,Automatic,Used,6990.0,110.0,2013
65570,Opel,Adam,Gasoline,Manual,Used,6990.0,69.0,2013
213000,Audi,TT,Diesel,Manual,Used,12800.0,170.0,2013
60000,Volkswagen,Golf Variant,Gasoline,Automatic,Used,12897.0,122.0,2013
108000,Kia,Sportage,,Manual,Used,12899.0,184.0,2013
147731,Volkswagen,Sharan,Gasoline,Automatic,Used,12900.0,150.0,2013
81000,Nissan,Juke,Gasoline,Manual,Used,12900.0,200.0,2013
93000,Ford,Focus,Gasoline,Manual,Used,12900.0,250.0,2013
95223,Mercedes-Benz,A 180,Diesel,Manual,Used,12990.0,109.0,2013
89500,Volkswagen,Touran,Gasoline,Manual,Used,12999.0,140.0,2013
213740,Audi,A5,Diesel,Manual,Used,13000.0,177.0,2013
180000,Audi,A5,Diesel,Automatic,Used,13000.0,177.0,2013
113756,Mercedes-Benz,B 200,Gasoline,Manual,Used,13250.0,156.0,2013
80000,Mercedes-Benz,A 180,Gasoline,Manual,Used,13390.0,122.0,2013
72000,BMW,116,Gasoline,Automatic,Used,13400.0,136.0,2013
96700,BMW,320,Diesel,Automatic,Used,13490.0,184.0,2013
99650,Jaguar,XF,Diesel,Automatic,Used,13499.0,200.0,2013
152000,Mercedes-Benz,C 350,Diesel,Automatic,Used,13500.0,265.0,2013
59000,Volvo,V40,Gasoline,Manual,Used,13500.0,150.0,2013
101346,Audi,A3,Gasoline,Manual,Used,13600.0,122.0,2013
89295,Volkswagen,Touran,Diesel,Automatic,Used,13650.0,105.0,2013
142525,Volkswagen,Passat Variant,Diesel,Manual,Used,9950.0,177.0,2013
153000,BMW,118,Diesel,Automatic,Used,9975.0,143.0,2013
96000,Opel,Mokka,Diesel,Manual,Used,9990.0,131.0,2013
127000,BMW,120,Diesel,Manual,Used,9990.0,184.0,2013
133562,Volkswagen,Golf,Diesel,Manual,Used,9990.0,105.0,2013
121000,BMW,118,Diesel,Manual,Used,9999.0,143.0,2013
121500,Volkswagen,Golf,Diesel,Manual,Used,9999.0,105.0,2013
124000,BMW,120,Diesel,Manual,Used,9999.0,184.0,2013
101000,BMW,116,Diesel,Manual,Used,10000.0,116.0,2013
117227,Volkswagen,Golf,Diesel,Manual,Used,10000.0,150.0,2013
124000,Audi,A1,Diesel,Automatic,Used,10000.0,90.0,2013
80000,Volkswagen,Polo,Gasoline,Manual,Used,10000.0,90.0,2013
43000,Hyundai,i30,Gasoline,Automatic,Used,10100.0,135.0,2013
82400,Volkswagen,Golf,Diesel,Automatic,Used,10200.0,105.0,2013
169,Skoda,Octavia,Diesel,Automatic,Used,10400.0,150.0,2013
149000,BMW,316,Gasoline,Manual,Used,10400.0,136.0,2013
89226,Kia,Sportage,Gasoline,Manual,Used,10480.0,135.0,2013
101650,Volkswagen,Golf,Diesel,Manual,Used,10490.0,105.0,2013
56714,Volkswagen,Scirocco,Gasoline,Manual,Used,10499.0,122.0,2013
104372,Volkswagen,Polo,Gasoline,Manual,Used,6990.0,105.0,2013
190000,BMW,116,Diesel,Manual,Used,6990.0,116.0,2013
68860,Citroen,C4,Gasoline,Manual,Used,6990.0,95.0,2013
80000,Skoda,Roomster,Gasoline,Manual,Used,6995.0,86.0,2013
107000,Skoda,Yeti,Diesel,Manual,Used,6998.0,110.0,2013
85228,Nissan,Micra,Gasoline,Manual,Used,6999.0,80.0,2013
138916,Ford,Focus,Gasoline,Manual,Used,6999.0,105.0,2013
52400,SEAT,Ibiza,Gasoline,Manual,Used,6999.0,105.0,2013
90118,Nissan,Juke,Gasoline,Manual,Used,7000.0,117.0,2013
112900,Volkswagen,Polo,Gasoline,Manual,Used,7000.0,90.0,2013
39000,Fiat,500,Gasoline,Manual,Used,7000.0,86.0,2013
57452,Volkswagen,Polo,Gasoline,Manual,Used,7100.0,69.0,2013
69000,Fiat,500C,Gasoline,Manual,Used,7200.0,69.0,2013
107000,Hyundai,i30,Gasoline,Manual,Used,7250.0,99.0,2013
54163,Citroen,DS3,Gasoline,Manual,Used,7280.0,95.0,2013
30050,Renault,Clio,Gasoline,Manual,Used,7295.0,75.0,2013
68899,SEAT,Ibiza,Gasoline,Manual,Used,7300.0,105.0,2013
73300,Hyundai,iX20,Gasoline,Manual,Used,7400.0,90.0,2013
73560,smart,forTwo,Electric,,Used,7400.0,48.0,2013
96500,Renault,Megane,Gasoline,Manual,Used,7450.0,131.0,2013
47300,BMW,X1,Diesel,Automatic,Used,13700.0,143.0,2013
21100,Ford,Kuga,Gasoline,Manual,Used,13799.0,150.0,2013
241000,Mercedes-Benz,C 180,Diesel,Manual,Used,13800.0,120.0,2013
241000,Mercedes-Benz,C 180,Diesel,Manual,Used,13800.0,120.0,2013
45057,Volkswagen,Passat,Gasoline,Manual,Used,13800.0,160.0,2013
258360,BMW,525,Diesel,Automatic,Used,13800.0,218.0,2013
60000,Skoda,Yeti,Gasoline,Automatic,Used,13890.0,122.0,2013
52000,Volkswagen,Golf Variant,Gasoline,Automatic,Used,13890.0,122.0,2013
26000,Mercedes-Benz,B 180,Gasoline,Manual,Used,13900.0,122.0,2013
99999,Mazda,6,Gasoline,Automatic,Used,13909.0,192.0,2013
99999,Mazda,6,Gasoline,Automatic,Used,13909.0,192.0,2013
57000,Skoda,Yeti,Gasoline,Automatic,Used,13980.0,122.0,2013
125000,Volkswagen,Phaeton,Diesel,Automatic,Used,13990.0,239.0,2013
111035,Audi,A3,Diesel,Manual,Used,13990.0,150.0,2013
106320,Audi,Q3,Diesel,Manual,Used,13990.0,140.0,2013
219000,Audi,TT,Diesel,Manual,Used,13999.0,170.0,2013
210000,Audi,A6,Diesel,Automatic,Used,14000.0,204.0,2013
229000,Audi,A6,Diesel,Manual,Used,,204.0,2013
140000,Mercedes-Benz,A 200,Diesel,Manual,Used,14100.0,136.0,2013
93000,Volkswagen,Tiguan,Diesel,Manual,Used,14200.0,140.0,2013
152480,Audi,A3,Gasoline,Manual,Used,10500.0,122.0,2013
135300,Volkswagen,Passat Variant,Diesel,Manual,Used,10500.0,177.0,2013
135473,Skoda,Octavia,Diesel,Manual,Used,10500.0,150.0,2013
80000,Audi,A3,Diesel,Manual,Used,10500.0,105.0,2013
139000,BMW,318,Diesel,Manual,Used,10500.0,143.0,2013
190000,BMW,320,Diesel,Automatic,Used,10500.0,184.0,2013
53000,MINI,Cooper Coupe,Gasoline,Manual,Used,10500.0,122.0,2013
67800,Nissan,Leaf,Electric,,Used,10500.0,109.0,2013
67800,Nissan,Leaf,Electric,,Used,10500.0,109.0,2013
111900,BMW,118,Diesel,Manual,Used,10500.0,143.0,2013
71000,Audi,A1,Gasoline,Manual,Used,10500.0,86.0,2013
219000,BMW,316,Diesel,Manual,Used,10500.0,116.0,2013
58500,Audi,A1,Gasoline,Manual,Used,10500.0,86.0,2013
128000,Volkswagen,Passat Variant,Diesel,Manual,Used,10500.0,105.0,2013
186200,BMW,120,Diesel,Manual,Used,,184.0,2013
68200,Volkswagen,Golf,Gasoline,Manual,Used,10599.0,105.0,2013
160054,Volkswagen,CC,Gasoline,Automatic,Used,10651.0,211.0,2013
82500,Hyundai,iX35,Gasoline,Manual,Used,10690.0,135.0,2013
50000,Hyundai,i40,Gasoline,Manual,Used,10690.0,135.0,2013
176900,Audi,A5,Diesel,Manual,Used,10699.0,150.0,2013
58000,Kia,Venga,Gasoline,Manual,Used,7450.0,125.0,2013
130000,Ford,C-Max,Diesel,Manual,Used,7470.0,116.0,2013
85702,Suzuki,SX4,Gasoline,Manual,Used,7483.0,120.0,2013
114536,Volkswagen,Polo,Gasoline,Manual,Used,7490.0,90.0,2013
89880,Chevrolet,Orlando,Gasoline,Manual,Used,7490.0,140.0,2013
80000,Skoda,Fabia,Gasoline,Manual,Used,7490.0,86.0,2013
80000,Volkswagen,Polo,Gasoline,Manual,Used,7490.0,90.0,2013
87000,Lancia,Delta,Gasoline,Manual,Used,7490.0,140.0,2013
60800,Skoda,Roomster,Gasoline,Manual,Used,7500.0,86.0,2013
255000,Volkswagen,Golf Variant,Diesel,Automatic,Used,7500.0,150.0,2013
43900,Ford,Fiesta,Gasoline,Manual,Used,7500.0,101.0,2013
47500,Hyundai,iX20,Gasoline,Manual,Used,7500.0,90.0,2013
96549,Mazda,3,Gasoline,Manual,Used,7500.0,105.0,2013
83000,Volkswagen,Polo,Gasoline,Manual,Used,7550.0,90.0,2013
48093,Skoda,Rapid/Spaceback,Gasoline,Manual,Used,7590.0,105.0,2013
74200,Opel,Meriva,Gasoline,Manual,Used,7650.0,120.0,2013
30430,Kia,Picanto,Gasoline,Automatic,Used,7660.0,86.0,2013
88513,Volkswagen,Golf Plus,Diesel,Manual,Used,7680.0,105.0,2013
54854,Ford,Focus,Gasoline,Manual,Used,7690.0,101.0,2013
95000,Renault,Megane,Diesel,Manual,Used,7700.0,110.0,2013
147500,Mercedes-Benz,C 220,Diesel,Automatic,Used,14490.0,170.0,2013
75544,Volkswagen,Tiguan,Gasoline,Manual,Used,14499.0,160.0,2013
83727,Audi,Q3,Gasoline,Automatic,Used,14500.0,170.0,2013
184000,BMW,520,Diesel,Automatic,Used,14500.0,184.0,2013
80000,Volkswagen,CC,Gasoline,Manual,Used,14500.0,160.0,2013
180000,Audi,A6,Diesel,Automatic,Used,14599.0,245.0,2013
147000,Volkswagen,Tiguan,Gasoline,Automatic,Used,14699.0,179.0,2013
118600,Mercedes-Benz,250,Gasoline,Automatic,Used,14750.0,204.0,2013
59000,Volkswagen,Golf Variant,Gasoline,Automatic,Used,14890.0,140.0,2013
55888,Volkswagen,T5 Kombi,Diesel,Manual,Used,14890.0,102.0,2013
86000,Volkswagen,Golf Cabriolet,Gasoline,Manual,Used,14900.0,160.0,2013
108000,Mercedes-Benz,CLA 180,Gasoline,Manual,Used,,122.0,2013
55000,BMW,X1,Diesel,Manual,Used,14990.0,116.0,2013
133000,BMW,320,Diesel,Automatic,Used,15100.0,184.0,2013
106000,Volkswagen,Tiguan,Diesel,Automatic,Used,15290.0,177.0,2013
129000,BMW,325,Diesel,Automatic,Used,15290.0,218.0,2013
59900,Audi,A3,Gasoline,Automatic,Used,15400.0,179.0,2013
185000,Mercedes-Benz,E 220,Diesel,Automatic,Used,15500.0,170.0,2013
190000,Volkswagen,Amarok,Diesel,Manual,Used,15600.0,163.0,2013
125000,BMW,X3,Diesel,Manual,Used,15750.0,184.0,2013
73000,Volkswagen,Caddy,Gasoline,Manual,Used,10750.0,109.0,2013
128500,Mazda,CX-5,Diesel,Automatic,Used,10789.0,175.0,2013
102567,BMW,X1,Diesel,Manual,Used,10800.0,116.0,2013
173000,BMW,525,Diesel,Manual,Used,,218.0,2013
58000,SEAT,Altea,Gasoline,Manual,Used,10800.0,105.0,2013
121000,Opel,Insignia,Diesel,Manual,Used,10850.0,140.0,2013
93450,Toyota,Auris,Electric/Gasoline,Automatic,Used,10890.0,136.0,2013
81990,Nissan,Qashqai,Diesel,Manual,Used,10890.0,131.0,2013
136690,Kia,Sportage,Diesel,Manual,Used,10890.0,116.0,2013
115723,Skoda,Superb,Diesel,Manual,Used,10900.0,140.0,2013
150000,Mercedes-Benz,A 180,Diesel,Manual,Used,10950.0,109.0,2013
120000,Mazda,6,Diesel,Manual,Used,10950.0,175.0,2013
145000,Audi,A4,Diesel,Automatic,Used,10990.0,150.0,2013
63870,Honda,Civic,Gasoline,Manual,Used,10990.0,141.0,2013
80870,Subaru,XV,Diesel,Manual,Used,10990.0,147.0,2013
52175,Honda,Civic,Gasoline,Manual,Used,10990.0,141.0,2013
81000,BMW,316,,Manual,Used,10990.0,116.0,2013
115000,Volkswagen,Golf,Gasoline,Automatic,Used,10990.0,105.0,2013
114160,Opel,Mokka,Gasoline,Manual,Used,10990.0,140.0,2013
97796,Volkswagen,Caddy,Diesel,Manual,Used,10990.0,102.0,2013
78100,Volkswagen,Polo,Gasoline,Manual,Used,7750.0,69.0,2013
42599,Volkswagen,Golf,Gasoline,Manual,Used,7750.0,86.0,2013
107046,Ford,B-Max,Gasoline,Manual,Used,7790.0,101.0,2013
67500,Hyundai,i30,Gasoline,Manual,Used,7800.0,99.0,2013
20300,Fiat,500,Gasoline,Automatic,Used,7800.0,69.0,2013
120000,Opel,Insignia,Diesel,Manual,Used,7800.0,160.0,2013
98000,Opel,Meriva,Gasoline,Manual,Used,7800.0,120.0,2013
40000,Opel,Corsa,Gasoline,Manual,Used,7800.0,87.0,2013
41470,Ford,Fiesta,Gasoline,Manual,Used,7880.0,101.0,2013
300000,Mercedes-Benz,Vito,Diesel,Manual,Used,7890.0,136.0,2013
103250,Toyota,Avensis,Diesel,Manual,Used,7900.0,124.0,2013
88000,MINI,Cooper,Gasoline,Manual,Used,7900.0,122.0,2013
77680,Volkswagen,Passat,Gasoline,,Used,7900.0,122.0,2013
107043,Hyundai,iX20,Gasoline,Manual,Used,7900.0,90.0,2013
147500,Ford,Transit,Diesel,Manual,Used,7950.0,101.0,2013
127500,Volkswagen,Touran,Diesel,Manual,Used,7950.0,105.0,2013
107588,Mitsubishi,ASX,Diesel,Manual,Used,7950.0,150.0,2013
67076,Volkswagen,Polo,Gasoline,Manual,Used,7950.0,86.0,2013
96000,Volkswagen,Beetle,Gasoline,Manual,Used,15850.0,105.0,2013
12500,Mercedes-Benz,B 200,Diesel,Automatic,Used,15900.0,136.0,2013
163000,Volvo,XC60,Diesel,Manual,Used,15900.0,163.0,2013
93000,Mercedes-Benz,A 200,Diesel,Automatic,Used,,136.0,2013
103000,Audi,Q3,Diesel,Manual,Used,15900.0,140.0,2013
126500,Audi,Q3,Gasoline,Manual,Used,15900.0,170.0,2013
118300,Volvo,XC60,Diesel,Automatic,Used,15930.0,163.0,2013
163452,BMW,318,Diesel,Manual,Used,15950.0,143.0,2013
100000,Mercedes-Benz,CLA 200,Gasoline,Manual,Used,15990.0,156.0,2013
127500,BMW,520,Diesel,Automatic,Used,15999.0,184.0,2013
63000,Mercedes-Benz,A 200,Diesel,Manual,Used,16100.0,136.0,2013
82000,Audi,A4,Diesel,Manual,Used,16200.0,150.0,2013
57350,SEAT,Leon,Gasoline,Automatic,Used,16485.0,179.0,2013
197000,BMW,730,Diesel,Automatic,Used,16490.0,258.0,2013
68500,Mazda,CX-5,Gasoline,Automatic,Used,16490.0,160.0,2013
74200,Audi,A6,Diesel,Automatic,Used,16498.0,177.0,2013
81000,Volkswagen,Tiguan,Diesel,Automatic,Used,16500.0,177.0,2013
71500,BMW,X1,Diesel,Automatic,Used,16500.0,143.0,2013
150000,Audi,A6,Diesel,Manual,Used,16550.0,177.0,2013
242500,BMW,740,Diesel,Automatic,Used,,313.0,2013
79870,BMW,118,Gasoline,Manual,Used,10999.0,170.0,2013
162000,Volkswagen,Golf,Gasoline,Manual,Used,10999.0,140.0,2013
123000,BMW,118,Gasoline,Manual,Used,10999.0,170.0,2013
39000,BMW,116,Gasoline,Automatic,Used,10999.0,136.0,2013
29800,Volkswagen,Golf,Diesel,Manual,Used,10999.0,105.0,2013
177150,Nissan,Murano,Diesel,Automatic,Used,10999.0,190.0,2013
154000,BMW,120,Diesel,Manual,Used,10999.0,184.0,2013
230000,Audi,A6,Diesel,Automatic,Used,11000.0,204.0,2013
