Дата,ID сессии,ID клиента,Доход,Оценка
2021-02-03,alecececechaetyhlacecerrpkregh,6330345,11704.323270000001,5
2021-02-03,alececceclelyrahlaceceroiesrutp,31052201,13835.73515,5
2021-02-03,alececcecltthrceclcecacecerkrheebyh,44034042,0,
2021-02-03,alecececechtcecylcecracecerhyhjtg,25144872,0,
2021-02-03,alececececjejlttyacecerhvkgctm,2104123,0,
2021-02-03,alececeejhajcecayacecerxirqrhar,44023421,0,
2021-02-03,alececehcectghrhacecernyktsih,44331515,0,
2021-02-03,alececcecryjgceclhacecerirdtynjr,12434213,13448.334656000001,3
2021-02-03,alececceclthltylhacecercecjjfirr,13442255,23908.150339,3
2021-02-03,alececececajcectjjracecerjrvrrry,87224213,0,
2021-02-03,alececececahcecaaalacecerehfbtkrl,30145032,0,
2021-02-03,alececeehceclcecaceclacecerrurdayxe,50322345,9463.6428429999996,3
2021-02-03,alececeeljalhtjacecertsrrllhp,45872221,16602.882180000001,3
2021-02-03,alececcecyteejececracecerheibtedk,43201414,0,
2021-02-03,alececcechaltlrlyacecerdhtrdytdd,6330424,0,
2021-02-03,alececcecrtallhetacecerhpxtmtd,40425145,26654.611487999999,3
2021-02-03,alececcecrjceclhecechacecerreaberkx,34221221,0,
2021-02-03,alececceclcecjetetracecerlcscyvr,1444433,37365.484904999998,4
2021-02-03,alececceclllhljacecacecerdhllrsth,40212444,21030.317427999998,3
2021-02-03,alececececyyceccecyejacecervqqerrfk,43442450,9408.2999020000007,3
2021-02-03,alececececharerhaaceceryhnhsxje,34215521,16187.810126,5
2021-02-03,alececececlrcecyaceclacecervcyhppcecj,25134124,0,
2021-02-03,alececeejaalejhaceceroracaron,51241512,0,
2021-02-03,alececeejjjhalaacecercxymtkk,12552215,0,
2021-02-03,alececeajtatljhacecerxfylhsdf,343044,0,
2021-02-03,alececeaalrtecechacecertrtyinms,42152141,23797.464457999999,5
2021-02-03,alececearyhlalyacecercrfyypik,42510425,0,
2021-02-03,alececealjrjrltacecerifcecrfcecm,4221442,7886.3690360000001,3
2021-02-03,alececeglyyjlracecerhmdjvhmy,34410451,0,
2021-02-03,alececcecrletteetacecerisxrxxh,442406,11352.161635,4
2021-02-03,alececcecllyltrlhacecereeeertch,41554414,0,
2021-02-03,alecececectcechryyracecerxrhraycm,14873441,0,
2021-02-03,alececececytjrcecyjacecerevbvxpyh,12034444,0,
2021-02-03,alececeaececytheeacecerjgqybry,43210131,0,
2021-02-03,alececehceceryaltacecerytyanphl,45044424,0,
2021-02-03,alececegahcecryeacecervylrrefi,43251421,0,
2021-02-03,alececcechtceclyacecjacecertcrekti,12124041,0,
2021-02-03,alececcechrcecyehaaacecerrhxrehk,87242104,12175.446932000001,5
2021-02-03,alececcecralrlcecyhacecerrcecsutrht,30404012,14942.593962000001,3
2021-02-03,alececcecrttcechaelacecerbderejvmm,12204223,26011.182081999999,4
2021-02-03,alececcecrleeaearaceceruttyytyj,4140526,0,
2021-02-03,alececcecrltgeececacecerrijqjsrk,215441,16436.853358,3
2021-02-03,alececceclehreghacecercnrphne,4021361,0,
2021-02-03,alececceclehreghacecercnrphne,4021361,0,
2021-02-03,alececceclyaeaeryacecertmrlhkx,264421,0,
2021-02-03,alececceclyycecetaeacecerttiacluo,52524442,14112.449853,4
2021-02-03,alececceclalceccecyheacecerxdybrhye,6421412,16049.452773999999,4
2021-02-03,alececcecllehjalcecaceceroehyrspm,3156875,22137.17611,3
2021-02-03,alececceclltlhltcecacecerruuurvye,40405412,0,
2021-02-03,alececceclljjlhjlacecerfhcenbyh,44214021,86334.987336999999,3
2021-02-03,alececcecllgallaacecereshceceseh,31051452,13282.305743999999,4
2021-02-03,alececceclllhlehracecergbcebx,4126424,18263.170397999998,5
2021-02-03,alececececcectgatlacecerhymehbrt,32421332,34866.052578000003,4
2021-02-03,alececececcechcecayacecacecerhnjlkeqp,12412414,17433.026289000001,3
2021-02-03,alececececglhttracecernjhcecvrrb,43448754,64474.525800000003,3
2021-02-03,alececececglhttracecernjhcecvrrb,43448754,64474.525800000003,5
2021-02-03,alecececechleeghacecerrolqerqb,58753210,0,
2021-02-03,alecececechlaeaheacecereyjrrxheq,41241444,49808.646541000002,4
2021-02-03,alecececectcechryyracecerxrhraycm,14873441,0,
2021-02-03,alecececectcechryyracecerxrhraycm,14873441,0,
2021-02-03,alecececectgrytjaceceroirhurmo,4520464,0,
2021-02-03,alececececyetejeaacecerrrtdddu,15133040,18263.170397999998,5
2021-02-03,alececececjcecalehaacecerotvyrkk,15422441,0,
2021-02-03,alecececechrlerhlacecerufshbret,4014362,0,
2021-02-03,alececececrjececcecjjacecerjcayvae,52152342,17370.029210000001,4
2021-02-03,alececeeececaeetjacecerdfhreymy,5455442,18816.599804000001,3
2021-02-03,alececeeacechaalhacecerhmirrbvq,4222462,18429.179220000002,5
2021-02-03,alececeeaateallacecergskebno,50144214,0,
2021-02-03,alececeeyaelhtcecacecercecmkhyfkr,443313,11352.161635,3
2021-02-03,alececeeytltceclracecerlsgdiqo,6231242,0,
2021-02-03,alececeeyrgtyhacecermkyclleh,42440541,0,
2021-02-03,alececeeryyhegacecerkeeycechsb,254242,37365.484904999998,3
2021-02-03,alececeerlrttahacecerrmspvyeh,5630230,11704.323270000001,4
2021-02-03,alececeacecerglhaceceroorxuoom,4426121,0,
2021-02-03,alececeacecllececrhacecerxytdyyryd,25114440,27671.470300000001,3
2021-02-03,alececeaetettljacecerncecbbpyvx,42124431,20917.631547000001,5
2021-02-03,alececeaetettljacecerncecbbpyvx,42124431,20917.631547000001,5
2021-02-03,alececeaeeeylltaceceryhorahd,54402345,16934.939811,3
2021-02-03,alececeaalttajeacecerjceciiieaq,6410221,0,
2021-02-03,alececeathcecrhryacecerqyyrhdrr,1454431,0,
2021-02-03,alececeatrgetcecacecerearbprih,44220425,8301.4410900000003,3
2021-02-03,alececeayjlehacecacecervyrmjrh,42510425,0,
2021-02-03,alececearacecetceclacecerrrnuemvrr,44423441,0,
2021-02-03,alececearaalcecyaacecerceccxrytjm,401242,31877.533786,4
2021-02-03,alececehatceclralacecercrcecrqrtr,34421442,17165.311586,5
2021-02-03,alececcechaltajheacecerjnjerhs,8746212,0,
2021-02-03,alececcecretlhacecaacecereytroycecr,4153451,0,
2021-02-03,alececcecrhcecahehjaceceryhrhthsm,3210103,0,
2021-02-03,alececcecrhlheghacecercyxnnnh,4153451,0,
2021-02-03,alececcecrreaetljacecerhqycmbt,15410410,0,
2021-02-03,alececcecrleeaearaceceruttyytyj,4140526,0,
2021-02-03,alececcecltaljecectacecerkbehbr,32205224,0,
2021-02-03,alececcecljhajhehacecertrdyniah,2510425,44080.652188,5
2021-02-03,alececececcecatcecaryacecerrlgqyg,25102514,0,
2021-02-03,alececececaaalrahacecerrevcekh,144475,0,
2021-02-03,alececececgjrlalacecereynrrtihr,33141441,0,
2021-02-03,alececececyycecehreacecerxvescnn,1554214,0,
2021-02-03,alecececechtlyaleaceceroirymeq,31412431,8218.4266790000001,3
2021-02-03,alececececrlhjtaaaceceryhxhyrrm,54141244,0,
2021-02-03,alececeehtcechataaceceralrrlyhe,3415645,0,
2021-02-03,alececeatlehreeacecerhrhuital,2512041,23114.035051999999,3
2021-02-03,alececeayjlehacecacecervyrmjrh,42510425,0,
2021-02-03,alececehcecjalttjacecerylhpjrrl,424646,0,
2021-02-03,alececehjaaghaacecerleiymphe,3412312,0,
2021-02-03,alececcecycecahcecytracecerytqveurn,4540243,16934.939811,4
2021-02-03,alececcecyarrtleeacecercecrkhrgb,44444412,0,
2021-02-03,alececcecyhajrtcecjacecerihbertr,3325012,7471.2969810000004,4
2021-02-03,alececcecjtehrthlacecerrrrvmrlr,40425145,0,
2021-02-03,alececcecjrltrtjtacecerntrcsllp,1544125,0,
2021-02-03,alececcechecechtaalacecerryyarqbc,14415103,0,
2021-02-03,alececcecheycectjhcecacecerrmcecvcecefd,7723,5257.5793569999996,5
2021-02-03,alececcechaghletacecerhcedlee,40423424,16602.882180000001,5
2021-02-03,alececcecalrylaryaceceroimaetcd,54404442,12728.876338,5
2021-02-03,alececcecalljhrlhacecerldtqerfp,44415244,0,
2021-02-03,alececcecgatjlraacecerxtcarbvh,1406521,16436.853358,3
2021-02-03,alececcecrcecceceaahaacecerfrcecceccrv,12344102,14112.449853,3
2021-02-03,alececcecrcecceceaahaacecerfrcecceccrv,12344102,14112.449853,4
2021-02-03,alececcecrcecjlthraacecerxhrqhcsy,33104252,16049.452773999999,5
2021-02-03,alececcecrcecrhjaeaacecereehelubo,14312452,0,
2021-02-03,alececcecrececjcecahcecacecercymeele,2103434,0,
2021-02-03,alececcecrealcectteacecerceccectrsebrn,4436252,15496.023368,5
2021-02-03,alececcecracecherhlacecerhrpqehjho,3604251,13448.334656000001,4
2021-02-03,alececcecrhcecglyeacecerirrdqmu,12204224,15772.738071,3
2021-02-03,alececcecrhcectceccechaacecerrnvaexhl,43124334,55342.940601000002,3
2021-02-03,alececcecrhcectycecheacecerrimhsrjr,40542530,53959.367085999998,4
2021-02-03,alececcecrhcecjteycecacecerdveefveh,52421241,0,
2021-02-03,alececcecrhlheghacecercyxnnnh,4153451,0,
2021-02-03,alececcecrtcecgceclyacecerleerljoc,18741455,0,
2021-02-03,alececcecrtallhetacecerhpxtmtd,40425145,26654.611487999999,4
2021-02-03,alececcecrttcechaelacecerbderejvmm,12204223,26011.182081999999,4
2021-02-03,alececcecrtjeeeelacecerxhcecyemmb,40152140,0,
2021-02-03,alececcecryjgceclhacecerirdtynjr,12434213,13448.334656000001,5
2021-02-03,alececcecrjjhejtracecercdesjyek,215441,0,
2021-02-03,alececcecrjjhejtracecercdesjyek,215441,0,
2021-02-03,alececcecrhletaljacecerrsfyhxr,441464,0,
2021-02-03,alececcecrrcecayejtacecerajyrxekf,4210242,21030.317427999998,4
2021-02-03,alececcecrreaetljacecerhqycmbt,15410410,0,
2021-02-03,alececcecrraaelhcecacecerahryrarl,23455,5257.5793569999996,3
2021-02-03,alececcecrratjtthacecerdchcrchv,551022,0,
2021-02-03,alececcecrrrgjhcecacecerhejruesd,5446240,0,
2021-02-03,alececcecrletteetacecerisxrxxh,442406,11352.161635,3
2021-02-03,alececcecrltgeececacecerrijqjsrk,215441,16436.853358,4
2021-02-03,alececceclcecjetetracecerlcscyvr,1444433,37365.484904999998,3
2021-02-03,alececceclcechayereaceceroytllrpo,6614,14527.521708,4
2021-02-03,alececceclehaljgacecerhreyyrjf,4436252,6711.1672829999998,5
2021-02-03,alececcecletjttgacecerrthjtipb,44875451,0,
2021-02-03,alececceclerythehacecerrhqyhjhp,12032302,17923.458616,3
2021-02-03,alececceclerythehacecerrhqyhjhp,12032302,17923.458616,3
2021-02-03,alececceclelycecyjaacecerkyqorexc,34542425,0,
2021-02-03,alececceclelyrahlaceceroiesrutp,31052201,13835.73515,4
2021-02-03,alececceclahahryjacecerycrxrtrb,146404,11068.58812,3
2021-02-03,alececceclayaayhlacecereaekyys,14520242,18263.170397999998,4
2021-02-03,alececceclayjlhtjacecermxcdraty,45444141,9712.6860749999996,4
2021-02-03,alececceclarhlacechaceceryxrrftatrh,3434213,18263.170397999998,3
2021-02-03,alececceclhececeerracecermotkocyh,14442871,13946.421031,5
2021-02-03,alececceclgehrrlacecerelrhttr,5034405,0,
2021-02-03,alececceclhjelheaacecersrrbifr,44434042,0,
2021-02-03,alececceclgjheeeaceceruqihjrrt,3442524,9961.7293079999999,3
2021-02-03,alececceclteeyaljacecerrxhuqrt,1042434,12175.446932000001,3
2021-02-03,alececceclthalhahacecerrececrxyy,42521444,0,
2021-02-03,alececcecltthrceclcecacecerkrheebyh,44034042,0,
2021-02-03,alececceclycecyaetyacecerbxqhycav,2514144,0,
2021-02-03,alececceclyceclaryyacecercarhrias,44145305,0,
2021-02-03,alececceclyhejtjcecacecerececmmrmbd,14151212,23114.035051999999,3
2021-02-03,alececceclylcecjltracecerttvoeqrr,32023203,21417.718012000001,3
2021-02-03,alececcecljhajhehacecertrdyniah,2510425,44080.652188,5
2021-02-03,alececcecljlthcecltacecershuetfcr,1224142,0,
2021-02-03,alececceclhceceteraaceceryjtjdrrrc,4146024,11068.58812,5
2021-02-03,alececceclhalycecrcecacecerceccmbuota,157134,9685.0146050000003,4
2021-02-03,alececceclrcecjeelyacecerhymferrr,44145334,35972.911390000001,4
2021-02-03,alececceclrcecjeelyacecerhymferrr,44145334,35972.911390000001,5
2021-02-03,alececceclrelececceclacecermqerxax,13214431,0,
2021-02-03,alececceclrljreleaceceryfvhxrky,1054150,0,
2021-02-03,alececcecllcecercecjhacecerjurpvhyk,25142532,15938.766893,4
2021-02-03,alececcecllyahtalacecerpjeechd,4044423,18263.170397999998,4
2021-02-03,alececceclllehtrcecacecerlhcekir,215143,21307.032131,5
2021-02-03,alececceclllhlaehacecerrreyvdy,1404442,27892.842063,3
2021-02-03,alececececceceaehtcecacecerhjvsfi,4421410,6917.8675750000002,4
2021-02-03,alececececcecarjhrhacecersrnfryiy,44121545,0,
2021-02-03,alececececcectthatlacecerijhuhmxq,41444254,0,
2021-02-03,alececececcecyhjjalacecerhqgtikr,12121543,0,
2021-02-03,alececececcechcecayacecacecerhnjlkeqp,12412414,17433.026289000001,4
2021-02-03,alececececcechlhettacecerotirjyh,41476,0,
2021-02-03,alececececcecrceceehjacecerfxkeernr,14410214,20917.631547000001,3
2021-02-03,alececececeeaajjaacecersyelfnee,44121545,0,
2021-02-03,alececececeacecjejcecacecerfcalryrp,3156875,5534.2940600000002,5
2021-02-03,alececececeajaleracecerelnthrrr,45251412,0,
2021-02-03,alececececeeeatacecacecerkqnfhktb,1324642,0,
2021-02-03,alececececaaalrahacecerrevcekh,144475,0,
2021-02-03,alececececaaaceccecthaceceryfaqjnya,52412424,11068.58812,5
2021-02-03,alececececarrlcecetacecertydttin,44244414,18263.170397999998,5
2021-02-03,alececececaleeythaceceralhruji,4461254,16436.853358,5
2021-02-03,alecececechcechagcecacecerrrtemyrh,14873441,0,
2021-02-03,alecececechcechagcecacecerrrtemyrh,14873441,0,
2021-02-03,alecececechcechreeeacecerhjpodgk,44242431,21133.890942999999,5
2021-02-03,alececececgjrlalacecereynrrtihr,33141441,0,
2021-02-03,alecececechrercecyhaceceroqjmmktl,106265,0,
2021-02-03,alecececechlaeaheacecereyjrrxheq,41241444,49808.646541000002,5
2021-02-03,alececececthaceclejacecerdrhkdjcecr,3440420,0,
2021-02-03,alecececectaleyycecacecerrkeycectcm,55242424,0,
2021-02-03,alecececectghagacecercecdernnr,41554414,0,
2021-02-03,alecececectrcecrlreacecercyhertrh,12450221,55785.684125,4
2021-02-03,alececececyetejeaacecerrrtdddu,15133040,18263.170397999998,3
2021-02-03,alececececyrhtatyacecerrtrbyrnu,32432133,35115.095810999999,3
2021-02-03,alececececjehtreyacecerpceccrehqh,15545221,6641.1528719999997,3
2021-02-03,alececececjhceceelracecerehruuoh,56626,9463.6428429999996,5
2021-02-03,alececececjtajtahacecerjkrhiard,40444444,34866.052578000003,5
2021-02-03,alececececjtjalhtacecerhbtrhemy,4446251,0,
2021-02-03,alececececeejrgjacecerxulrrkr,1406412,0,
2021-02-03,alececececjjtcectjhacecerrrvyerhl,54444211,0,
2021-02-03,alececececragrlhacecermsrvtum,1555054,23114.035051999999,5
2021-02-03,alececececragrlhacecermsrvtum,1555054,23114.035051999999,5
2021-02-03,alececececrlhjtaaaceceryhxhyrrm,54141244,0,
2021-02-03,alececececlaceccectaracecerjdnvruyk,51872205,32652.334954000002,3
2021-02-03,alececececlthjeaeacecerthsheay,1442361,0,
2021-02-03,alececececljtceceelacecereytyvvor,4443365,9961.7293079999999,3
2021-02-03,alececeececcecceccecaalacecerprmexhoi,544664,9463.6428429999996,3
2021-02-03,alececeececeelahjaceceraeeryreu,4465434,0,
2021-02-03,alececeececaahajhacecerrykefcectq,1244550,23114.035051999999,3
2021-02-03,alececeececjgearacecerydbnjeri,1442421,50915.505353,3
2021-02-03,alececeecechjcecejlaceceryfygerh,451073,26654.611487999999,3
2021-02-03,alececeeececaeetjacecerdfhreymy,5455442,18816.599804000001,4
2021-02-03,alececeeececjeeeracecerjrjreeeh,44434104,0,
2021-02-03,alececeeehayeeeacecerohyhiyj,4520464,22137.17611,5
2021-02-03,alececeeehltghacecerntryhtceck,42152044,17370.029210000001,3
2021-02-03,alececeeeyygaraceceryrnrdvds,460402,0,
2021-02-03,alececeeelcecatraacecersiehopeac,4214321442,0,
2021-02-03,alececeeeltthehacecerhvhcecqrlt,4565425,26654.611487999999,5
2021-02-03,alececeeaeyrhjlacecerfankgpi,47422,16602.882180000001,5
2021-02-03,alececeeaahcecallacecerhrehseex,41444032,0,
2021-02-03,alececeeahjceccechlacecerlrqiicms,40424015,11068.58812,5
2021-02-03,alececeeayrhryracecereemtfcece,4221444,11898.732228999999,5
2021-02-03,alececeeajaallhacecerrmuhcecehe,52341512,32098.905547999999,5
2021-02-03,alececeehceclcecaceclacecerrurdayxe,50322345,9463.6428429999996,3
2021-02-03,alececeehceclralracecertdarhylr,55433443,34866.052578000003,3
2021-02-03,alececeeghaacechacecerogfaqk,40340424,0,
2021-02-03,alececeegetahtacecerbytyhcot,5446224,0,
2021-02-03,alececeeteartylaceceryrrqrlaf,44121871,0,
2021-02-03,alececeetartalaacecerxeihose,48723144,0,
2021-02-03,alececeetjejhlracecerrfehthq,34415243,0,
2021-02-03,alececeetljayteacecerfryhdeq,44121871,18263.170397999998,3
2021-02-03,alececeeyejejrhaceceruiartinr,14402012,0,
2021-02-03,alececeeyejrjryacecerluqhtbyt,45425222,27394.755596999999,3
2021-02-03,alececealececcecghacecereekuerof,1241523,65581.384611999994,5
2021-02-03,alececeejertjlaacecerkeryahm,51554244,5811.0087629999998,3
2021-02-03,alececeeeejraeracecerurkcecrceo,4054044220,0,
2021-02-03,alececeejrcechcechaacecermmjxrmr,43636,39348.830766999999,4
2021-02-03,alececeejljeeehacecerdekcecryhe,12552215,0,
2021-02-03,alececeehetlahaacecerhrfryrbe,44144034,37365.484904999998,4
2021-02-03,alececeercecercecryacecerahelruufn,5125446,25900.496201000002,3
2021-02-03,alececeerceclalylacecerglorhv,741404,6711.1672829999998,3
2021-02-03,alececeeregrhcecacecereryrvyal,124643,0,
2021-02-03,alececeereetjajaceceritceluh,42041212,0,
2021-02-03,alececeerlrttahacecerrmspvyeh,5630230,11704.323270000001,4
2021-02-03,alececeeljeejaaacecerhdrlqmte,44044442,30881.360854999999,4
2021-02-03,alececeelryyhjtacecerkueutkhj,1241523,30438.617330000001,3
2021-02-03,alececeacecahalcectacecerrrsyriyh,51034302,32375.620251,5
2021-02-03,alececeacectrjeeaacecerlrhertbd,44425245,17923.458616,3
2021-02-03,alececeacecllececrhacecerxytdyyryd,25114440,27671.470300000001,3
2021-02-03,alececeaecectjhreacecerrtayyxrc,6321515,11704.323270000001,4
2021-02-03,alececeaeeherececacecercbyrahfo,40515555,13835.73515,5
2021-02-03,alececeaetjeteeacecerrpkyrgq,6134244,9712.6860749999996,4
2021-02-03,alececeaaalyaahacecerrfukhkceco,44410214,34866.052578000003,5
2021-02-03,alececeahallegacecerdeyfegr,41240253,36858.398439999997,5
2021-02-03,alececeagjjcecreacecertaypxhrh,15455421,48812.473610000001,4
2021-02-03,alececeathcecrhryacecerqyyrhdrr,1454431,0,
2021-02-03,alececeathjacecheacecerfmoshet,44212221,18927.286585000002,4
2021-02-03,alececeayceccecjhcecjacecermymeeyc,10532144,0,
2021-02-03,alececeayeercecjaacecerhalldoih,12144444,20753.602725000001,3
2021-02-03,alececeayeelrthacecervqtbrhcecoi,41030325,0,
2021-02-03,alececeayyyltgaceceramgicecxt,12451452,0,
2021-02-03,alececeayjlehacecacecervyrmjrh,42510425,0,
2021-02-03,alececeajatjellaceceryoyceceby,10204144,81630.837385999999,5
2021-02-03,alececeajtatljhacecerxfylhsdf,343044,0,
2021-02-03,alececeahtalheaacecerfhqeqcecms,30476512,8467.4699120000005,5
2021-02-03,alececeahtalheaacecerfhqeqcecms,30476512,8467.4699120000005,4
2021-02-03,alececeagjajejaceceryoyhrhla,3012344,11068.58812,5
2021-02-03,alececearcechtaylacecerykuepbh,41415033,9408.2999020000007,4
2021-02-03,alececearcecycecrljacecerupvhbcbf,51252542,16049.452773999999,4
2021-02-03,alececearllrcecgacecereormeir,4433044,8716.5131450000008,3
2021-02-03,alececealaajreeacecertifmbkuk,42144251,17709.740991999999,5
2021-02-03,alececealaajreeacecertifmbkuk,42144251,17709.740991999999,4
2021-02-03,alececealjrjrltacecerifcecrfcecm,4221442,7886.3690360000001,5
2021-02-03,alececehehalrrhacecerhujseka,3224642,11352.161635,4
2021-02-03,alececehehalrrhacecerhujseka,3224642,11352.161635,4
2021-02-03,alececehahealheacecerarfvepbx,12222441,20476.888021999999,5
2021-02-03,alececegtllelcecaceceremeeytyb,3224625,16602.882180000001,3
2021-02-03,alececegrercecehacecerpyjehnhn,14121502,43167.493668000003,5
2021-02-03,alececealalrcecyaacecerrybundni,4210414,22137.17611,5
2021-02-03,alececcecyaayjlltacecercaocycyj,14431314,0,
2021-02-03,alececcechaltlrlyacecerdhtrdytdd,6330424,0,
2021-02-03,alececcecrayyjjrcecacecerhtngtje,1525131,0,
2021-02-03,alececcecrhcecjteycecacecerdveefveh,52421241,0,
2021-02-03,alececcecrhcecjteycecacecerdveefveh,52421241,0,
2021-02-03,alececcecrhcecjteycecacecerdveefveh,52421241,0,
2021-02-03,alececcecryeejhrtacecerycuyygf,4440141414,0,
2021-02-03,alececcecrhletaljacecerrsfyhxr,441464,0,
2021-02-03,alececceclejlcecetcecacecercecuorsbro,41412144,0,
2021-02-03,alececceclayghayacecerbrxvrrqr,320534441,0,
2021-02-03,alececcecleelyaleacecerxqxuytms,54421432,0,
2021-02-03,alececececcechlhettacecerotirjyh,41476,0,
2021-02-03,alececececececlraeeacecerhmurabot,12034141,0,
2021-02-03,alececececagrahjacecerraukptcecr,41554414,0,
2021-02-03,alececececttylhrlacecerobycecrhql,4540156,0,
2021-02-03,alececececlhjcecyayacecerhxrvvttc,5432462,0,
2021-02-03,alececececljtceceelacecereytyvvor,4443365,9961.7293079999999,4
2021-02-03,alececececlhtjjhjacecertfhtlv,5362212,0,
2021-02-03,alececeececehcecaryacecervhjdncece,45324213,0,
2021-02-03,alececeeacechaalhacecerhmirrbvq,4222462,18429.179220000002,5
2021-02-03,alececeeahaaltracecerycqhmhe,3304362,0,
2021-02-03,alececeealyjahjaceceryfhcsvhp,31402442,0,
2021-02-03,alececeeyghrhlacecerusnbpmie,42511434,0,
2021-02-03,alececeaallalrracecerrqprihy,34213012,14389.164564999999,3
2021-02-03,alececeeggjececacecerhkuyohb,4546121,0,
2021-02-03,alececeelalrljtaceceryetpececob,457322,11068.58812,3
2021-02-03,alececeayceccecjhcecjacecermymeeyc,10532144,0,
2021-02-03,alececeayyattttacecerhmhorrai,1412246,0,
2021-02-03,alececeayrececyllacecerrdsrmen,430644152,0,
2021-02-03,alececeahtalheaacecerfhqeqcecms,30476512,8467.4699120000005,5
2021-02-03,alececehaleygaacecerbvnlmrdt,14044430,0,
2021-02-04,alececegrhtejaacecercecacybbvc,14124442,130609.339817,3
2021-02-04,alececelacecjghlaceceroyyqovhm,1441224,0,
2021-02-04,alececelthahcecjracecerevftirhq,14414344,23797.464457999999,5
2021-02-04,alececaejtlayhlacecerxhtmfya,44412420,16436.853358,4
2021-02-04,alececaaceccecrjjhaaceceretfqyalt,14012044,0,
2021-02-04,alececacecyrtttjlacecerxvyrpko,4643141,47816.300679,3
2021-02-04,alececejryjcecyltacecerbmperhqm,234441,13835.73515,4
2021-02-04,alececergllhlyacecerqqjtpmhc,87422432,0,
2021-02-04,alececegtahjrtacecerlqydtprr,50218741,0,
2021-02-04,alececertrrytrracecernklaeirsy,14414344,0,
2021-02-04,alececeryjjherhacecerfpiececeai,2515153,10791.873417000001,4
2021-02-04,alececejtlajeraacecerfqelcececm,14442454,61784.093473000001,4
2021-02-04,alececeheeejhaeacecercxirkyys,14422343,0,
2021-02-04,alececacechacecragacecerycechejik,25158721,0,
2021-02-04,alececaeayheheeacecerpesetsmiv,10520544,0,
2021-02-04,alececelrelgatacecermtybvke,43414304,17923.458616,4
2021-02-04,alececacechergraacecercecpcxqtrl,2125120,0,
2021-02-04,alececaecectlhtrhacecersfprqepy,34241440,0,
2021-02-04,alececeeeeyejtcecacecerylbrroar,42512154,43582.655723000003,3
2021-02-04,alececegtearhlaceceroybmyya,34432187,0,
2021-02-04,alececehlatjgeacecerfnfylhdb,14422343,9131.5851789999997,3
2021-02-04,alececaeehallhcecacecerrhmuybl,54155243,0,
2021-02-04,alececaaacectyjhtacecerktaupececqp,34151202,39957.603113999998,4
2021-02-04,alececegtearhlaceceroybmyya,34432187,0,
2021-02-04,alececelajelalyacecervyeexcur,565623,0,
2021-02-04,alececaeeyrcectllacecervsbrrv,154402,0,
2021-02-04,alececeherehlalacecerkuritmkl,12024422,0,
2021-02-04,alececeheleyhrjacecereersdror,4444421,0,
2021-02-04,alececerlttytjtacecerbhqvchov,44324334,0,
2021-02-04,alececelcecarylgacecerqbhjrjn,4251562,0,
2021-02-04,alececacecgjhjrracecerolrcecyivm,25158721,0,
2021-02-04,alececaeltrlagacecerfmjcecrati,44221045,27118.040894000002,5
2021-02-04,alececegcecrjhatacecerojlucecfvo,33150310,0,
2021-02-04,alececerhrececerhacecerojlvyeih,41476,0,
2021-02-04,alececerhlahtyaacecerorxcecrrnv,4410241,0,
2021-02-04,alececacechrhrceclaacecernhroscc,2344240,8854.8704959999995,5
2021-02-04,alececehjjallhcecacecerlserhkrh,10212224,0,
2021-02-04,alececelryjeehjaceceruhbrrhrj,44141244,9131.5851789999997,4
2021-02-04,alececacecaleetayacecerhovricecmh,32244043,25900.496201000002,5
2021-02-04,alececacecreralalacecertycapbr,43024434,17370.029210000001,4
2021-02-04,alececaearrghaacecertitiivfu,41431521,0,
2021-02-04,alececettrjllyraceceruhbirsuc,87144141,0,
2021-02-04,alececeletalearacecercvtqriti,44241012,5727.9943519999997,3
2021-02-04,alececelajehataacecereumfvplr,1532506,0,
2021-02-04,alececellrhjceclaacecerfjeryten,4224205,18816.599804000001,4
2021-02-04,alececaeajceccecalcecacecertofderhr,41024054,20421.545082000001,4
2021-02-04,alececejjhcectjhaacecerjumniyhl,40145043,4150.7205450000001,3
2021-02-04,alececejrrjeehjaceceryuerlpt,1526241,12037.089581,3
2021-02-04,alececejrlcechracecacecererevytjq,12024422,0,
2021-02-04,alececegrhtejaacecercecacybbvc,14124442,130609.339817,3
2021-02-04,alececaalteejtlaceceroiforyyl,48731210,0,
2021-02-04,alececegjhlhlhacecerehucecmcy,40321344,0,
2021-02-04,alececehryeallhacecerdrrvcectm,43240442,0,
2021-02-04,alececehryhlhthacecerrofkhrqd,13321874,13448.334656000001,3
2021-02-04,alececehryrycecalacecerubumyyyv,40152254,0,
2021-02-04,alececehrhlhceccecracecerkosoveyd,3013651,14942.593962000001,5
2021-02-04,alececeregaealacecerurrekhjy,50202874,0,
2021-02-04,alececeraealltaacecerdbrbtai,2024227,0,
2021-02-04,alececerthjcecrlyacecerrrbrtfvh,25154143,0,
2021-02-04,alececertghagacecerdhvhrsjh,1522624,0,
2021-02-04,alececelarltcecljacecerthdrrqtr,55145131,0,
2021-02-04,alececelyjajeatacecerxayvrhth,45460,17370.029210000001,3
2021-02-04,alececelyhlalhaacecerrlkhebht,1541443,28390.928528,3
2021-02-04,alececelylhlyaraceceruvlkbrth,40341043,0,
2021-02-04,alececelhtarrjracecerlexcecempl,31202134,27671.470300000001,4
2021-02-04,alececacectjgalaacecerdehrhrg,3624014,0,
2021-02-04,alececacectjryyhcecacecerpcgafg,472204,28390.928528,4
